"Category","Status","Risk","NexusModId","LogFile","SourceLog"
"Installed standard path","installed-standard-or-script-merged","medium","4400","install-new-hairstyles-4400-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-new-hairstyles-4400-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","8565","install-new-signs-fx-yrden-8565-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-new-signs-fx-yrden-8565-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","8072","install-new-toussaint-clouds-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-new-toussaint-clouds-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","9173","install-nextgen-better-fx-9173-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-nextgen-better-fx-9173-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","7240","install-no-artificial-player-light-7240-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-no-artificial-player-light-7240-2026-06-24.md"
"Installed standard path","installed-standard-or-script-merged","medium","1369","install-no-enemy-dots-no-herbs-1369-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-no-enemy-dots-no-herbs-1369-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","1424","install-no-journal-sounds-1424-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-no-journal-sounds-1424-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","10807","install-novigrad-sewers-lighting-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-novigrad-sewers-lighting-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","9688","install-npc-targeting-priority-axii-fixes-9688-2026-06-25.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-npc-targeting-priority-axii-fixes-9688-2026-06-25.md"
"Installed standard path","installed-standard-or-script-merged","medium","7955","install-quest-item-equipment-7955-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-quest-item-equipment-7955-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","5018","install-random-encounters-reworked-5018-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-random-encounters-reworked-5018-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","7553","install-real-cheating-yen-and-triss-7553-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-real-cheating-yen-and-triss-7553-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","10942","install-realistic-rain-v3-10942-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-realistic-rain-v3-10942-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","11275","install-reflex-nextgen-w3ee-11275-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-reflex-nextgen-w3ee-11275-2026-06-22.md"
"Installed with manual merge/graft","installed-with-manual-graft","high","12196","install-remove-expired-oil-description-12196-graft-2026-06-25.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-remove-expired-oil-description-12196-graft-2026-06-25.md"
"Installed standard path","installed-standard-or-script-merged","medium","9383","install-reputation-system-9383-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-reputation-system-9383-2026-06-24.md"
"Installed standard path","installed-standard-or-script-merged","medium","8285","install-rer-icons-8285-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-rer-icons-8285-2026-06-22.md"
"Installed with adjustments / partial","installed-partial-or-adjusted","high","11144","install-rt-water-reflection-fix-11144-partial-2026-06-25.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-rt-water-reflection-fix-11144-partial-2026-06-25.md"
"Installed standard path","installed-standard-or-script-merged","medium","7426","install-rtxgi-unlocker-7426-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-rtxgi-unlocker-7426-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","","install-safe-batch-dws-ftp-kmc-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-safe-batch-dws-ftp-kmc-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","","install-shades-of-iron-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-shades-of-iron-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","7307","install-shrines-of-verna-7307-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-shrines-of-verna-7307-2026-06-24.md"
"Skipped / do not install now","skipped","n/a","358","install-skip-movies-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-skip-movies-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","5631","install-slimmer-griffin-armor-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-slimmer-griffin-armor-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","5631","install-slimmer-griffin-armor-5631-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-slimmer-griffin-armor-5631-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","","install-smart-magic-lamp-merge-pass-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-smart-magic-lamp-merge-pass-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","12218","install-snc-w3ee-redux-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-snc-w3ee-redux-2026-06-21.md"
"Installed standard path","installed-standard-or-script-merged","medium","8932","install-soi-tweaks-8932-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-soi-tweaks-8932-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","10551;10761","install-ssao-tweak-10551-10761-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-ssao-tweak-10551-10761-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","7175","install-stack-your-items-7175-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-stack-your-items-7175-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","11556","install-sword-axe-compat-patches-11556-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-sword-axe-compat-patches-11556-2026-06-24.md"
"Installed standard path","installed-standard-or-script-merged","medium","3952;10830","install-swords-on-roach-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-swords-on-roach-2026-06-21.md"
"Installed standard path","installed-standard-or-script-merged","medium","2448","install-tailory-2448-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-tailory-2448-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","8258","install-time-of-sword-and-axe-8258-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-time-of-sword-and-axe-8258-2026-06-24.md"
"Installed standard path","installed-standard-or-script-merged","medium","9768","install-triss-emotional-appearance-9768-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-triss-emotional-appearance-9768-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","4693","install-twcg-random-ost-4693-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-twcg-random-ost-4693-2026-06-24.md"
"Installed standard path","installed-standard-or-script-merged","medium","2658","install-tweaks-2658-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-tweaks-2658-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","10419","install-unread-schematics-recipes-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-unread-schematics-recipes-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","","install-utilities-menu-category-tree-lod-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-utilities-menu-category-tree-lod-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","3537","install-vgx-village-cutscene-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-vgx-village-cutscene-2026-06-23.md"
"Installed with manual merge/graft","installed-with-manual-graft","high","","install-vigor-regen-tweak-manual-merge-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-vigor-regen-tweak-manual-merge-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","","install-volumetric-clouds-bootstrap-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-volumetric-clouds-bootstrap-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","4643","install-warmly-dressed-skelligers-4643-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-warmly-dressed-skelligers-4643-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","","install-weather-lighting-stack-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-weather-lighting-stack-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","11264","install-wild-hunt-warriors-bia-11264-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-wild-hunt-warriors-bia-11264-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","662","install-wild-nudity-662-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-wild-nudity-662-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","6061","install-witcher3-interactive-map-6061-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-witcher3-interactive-map-6061-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","7236","install-witcher-lore-collection-7236-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-witcher-lore-collection-7236-2026-06-24.md"
"Installed standard path","installed-standard-or-script-merged","medium","8174","install-woodland-spirit-aftermath-8174-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-woodland-spirit-aftermath-8174-2026-06-24.md"
"Installed standard path","installed-standard-or-script-merged","medium","11599","install-wpi-redux-11599-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-wpi-redux-11599-2026-06-22.md"
"Installed standard path","installed-standard-or-script-merged","medium","4820","install-yennefer-face-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-yennefer-face-2026-06-23.md"
"Installed standard path","installed-standard-or-script-merged","medium","2853","install-yrden-igni-lightsource-2853-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\install-yrden-igni-lightsource-2853-2026-06-22.md"
"Troubleshooting / validation","troubleshooting-record","medium","","investigate-no-window-startup-hang-loader-pressure-2026-06-25.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\investigate-no-window-startup-hang-loader-pressure-2026-06-25.md"
"Troubleshooting / validation","troubleshooting-record","medium","9360","investigate-w3qe-9360-startup-hang-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\investigate-w3qe-9360-startup-hang-2026-06-24.md"
"Troubleshooting / validation","troubleshooting-record","medium","7236","investigate-witcher-lore-collection-7236-startup-hang-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\investigate-witcher-lore-collection-7236-startup-hang-2026-06-24.md"
"Troubleshooting / validation","troubleshooting-record","medium","","isolate-startup-no-window-hang-night-to-remember-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\isolate-startup-no-window-hang-night-to-remember-2026-06-24.md"
"Reference / notes","reference","medium","","menu-label-cleanup-rer-wpi-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\menu-label-cleanup-rer-wpi-2026-06-22.md"
"Reference / notes","reference","medium","","menu-label-cleanup-swords-meditation-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\menu-label-cleanup-swords-meditation-2026-06-23.md"
"Reference / notes","reference","medium","","onedrive-junction-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\onedrive-junction-2026-06-21.md"
"Reference / notes","reference","medium","","organize-gog-bonus-extras-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\organize-gog-bonus-extras-2026-06-21.md"
"Reference / notes","reference","medium","","preinstall-check-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\preinstall-check-2026-06-21.md"
"Removed / quarantined","quarantined-or-disabled","high","","quarantine-e3-quen-visual-mods-2026-06-25.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\quarantine-e3-quen-visual-mods-2026-06-25.md"
"Removed / quarantined","quarantined-or-disabled","high","","quarantine-low-value-content-mods-2026-06-25.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\quarantine-low-value-content-mods-2026-06-25.md"
"Fix / restoration applied","fix-applied","medium","","restore-rt-water-reflection-fix-after-cleanup-2026-06-25.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\restore-rt-water-reflection-fix-after-cleanup-2026-06-25.md"
"Assessed / audited","assessed-or-audited","medium","780","review-amm-780-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\review-amm-780-2026-06-21.md"
"Assessed / audited","assessed-or-audited","medium","8627","review-amm-w3ee-8627-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\review-amm-w3ee-8627-2026-06-21.md"
"Assessed / audited","assessed-or-audited","medium","2348","review-knight-hips-2348-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\review-knight-hips-2348-2026-06-22.md"
"Assessed / audited","assessed-or-audited","medium","7271","review-shades-of-iron-7271-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\review-shades-of-iron-7271-2026-06-22.md"
"Assessed / audited","assessed-or-audited","medium","10830;3952","review-swords-on-roach-amm-patch-10830-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\review-swords-on-roach-amm-patch-10830-2026-06-21.md"
"Troubleshooting / validation","troubleshooting-record","medium","","runtime-deep-dive-launch-crash-cleanup-2026-06-24.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\runtime-deep-dive-launch-crash-cleanup-2026-06-24.md"
"Reference / notes","reference","medium","","script-merger-baseline-conflicts-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\script-merger-baseline-conflicts-2026-06-21.md"
"Reference / notes","reference","medium","","setup-script-merger-2026-06-21.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\setup-script-merger-2026-06-21.md"
"Troubleshooting / validation","troubleshooting-record","medium","","stack-health-audit-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\stack-health-audit-2026-06-22.md"
"Troubleshooting / validation","troubleshooting-record","medium","","stack-health-audit-after-rer-wpi-2026-06-22.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\stack-health-audit-after-rer-wpi-2026-06-22.md"
"Skipped / do not install now","skipped","n/a","","testing-utility-skip-storybook-2026-06-23.md","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\testing-utility-skip-storybook-2026-06-23.md"
"Reference / notes","reference","medium","","tosa-shadow-inventory-2026-06-24.csv","C:\Users\marti\OneDrive\Documents\New project\Witcher-3\logs\tosa-shadow-inventory-2026-06-24.csv"
