"DownloadedAt","NexusModId","ArchiveName","SizeMB","SourceUrl","FullPath","BacklogStatus","Notes"
"2026-06-23 18:59:43","10761","SSAO Tweak Non-RT Eyes Fix-10761-1-1-1746638131.7z","0","https://www.nexusmods.com/witcher3/mods/10761","C:\Users\marti\Downloads\SSAO Tweak Non-RT Eyes Fix-10761-1-1-1746638131.7z","triage",""
"2026-06-23 18:56:33","7221","Enable Jumping in Water-7221-1-3-1705444930.rar","0.08","https://www.nexusmods.com/witcher3/mods/7221","C:\Users\marti\Downloads\Enable Jumping in Water-7221-1-3-1705444930.rar","triage",""
"2026-06-23 18:55:18","659","Jump in Shallow Water 1.3-659-1-3.zip","0.1","https://www.nexusmods.com/witcher3/mods/659","C:\Users\marti\Downloads\Jump in Shallow Water 1.3-659-1-3.zip","triage",""
"2026-06-23 18:50:20","7175","Stack Your Items-7175-1-1-0-1762804043.zip","0.14","https://www.nexusmods.com/witcher3/mods/7175","C:\Users\marti\Downloads\Stack Your Items-7175-1-1-0-1762804043.zip","triage",""
"2026-06-23 18:07:08","8997","Icy Ocean - Killer Whale-8997-1-0-1712950349(1).zip","0.13","https://www.nexusmods.com/witcher3/mods/8997","C:\Users\marti\Downloads\Icy Ocean - Killer Whale-8997-1-0-1712950349(1).zip","triage",""
"2026-06-23 18:06:52","8997","Icy Ocean - Killer Whale-8997-1-0-1712950349.zip","0.13","https://www.nexusmods.com/witcher3/mods/8997","C:\Users\marti\Downloads\Icy Ocean - Killer Whale-8997-1-0-1712950349.zip","triage",""
"2026-06-23 17:54:24","1424","No Journal Sounds-1424-1-31-0-1.zip","0.04","https://www.nexusmods.com/witcher3/mods/1424","C:\Users\marti\Downloads\No Journal Sounds-1424-1-31-0-1.zip","triage",""
"2026-06-23 17:52:29","3580","1- HD Monsters Reworked 5.0 Next Gen - Part 2-3580-5-0-1679836281.7z","2879.18","https://www.nexusmods.com/witcher3/mods/3580","C:\Users\marti\Downloads\1- HD Monsters Reworked 5.0 Next Gen - Part 2-3580-5-0-1679836281.7z","triage",""
"2026-06-23 17:52:00","9358","Less music-9358-4-1721417234.rar","0.01","https://www.nexusmods.com/witcher3/mods/9358","C:\Users\marti\Downloads\Less music-9358-4-1721417234.rar","triage",""
"2026-06-23 17:41:32","6421","Less Is More tweaked-6421-1-1-1645636423.zip","0.01","https://www.nexusmods.com/witcher3/mods/6421","C:\Users\marti\Downloads\Less Is More tweaked-6421-1-1-1645636423.zip","triage",""
"2026-06-23 16:40:25","3580","HD Monsters Reworked 5.0 Next Gen - Part 1-3580-5-0-1679834194.7z","4266.08","https://www.nexusmods.com/witcher3/mods/3580","C:\Users\marti\Downloads\HD Monsters Reworked 5.0 Next Gen - Part 1-3580-5-0-1679834194.7z","triage",""
"2026-06-23 16:14:20","7302","Ice Breath Next Gen-7302-1-06-1742909024.zip","0.71","https://www.nexusmods.com/witcher3/mods/7302","C:\Users\marti\Downloads\Ice Breath Next Gen-7302-1-06-1742909024.zip","triage",""
"2026-06-23 15:50:00","3580","HDMR 5 LOD Optimization Next Gen-3580-5-0-1678619941.7z","41.33","https://www.nexusmods.com/witcher3/mods/3580","C:\Users\marti\Downloads\HDMR 5 LOD Optimization Next Gen-3580-5-0-1678619941.7z","triage",""
"2026-06-23 15:18:00","5669","Faction Appearance Project-5669-4-02-1744380426.rar","226.39","https://www.nexusmods.com/witcher3/mods/5669","C:\Users\marti\Downloads\Faction Appearance Project-5669-4-02-1744380426.rar","triage",""
"2026-06-23 15:17:53","7051","00 - zzjay NPCs-7051-1-3-1760829302.zip","133.95","https://www.nexusmods.com/witcher3/mods/7051","C:\Users\marti\Downloads\00 - zzjay NPCs-7051-1-3-1760829302.zip","triage",""
"2026-06-23 15:15:24","7072","02 - BW NPCS - AIO - Regis NO EYES-7072-1-1-1723999812.zip","37.89","https://www.nexusmods.com/witcher3/mods/7072","C:\Users\marti\Downloads\02 - BW NPCS - AIO - Regis NO EYES-7072-1-1-1723999812.zip","triage",""
"2026-06-23 15:15:22","2283","5.1- The Butcher Of Blaviken DV -WE SS- PS-4K-2283-DefinitiveVersion-1703517743.7z","473.37","https://www.nexusmods.com/witcher3/mods/2283","C:\Users\marti\Downloads\5.1- The Butcher Of Blaviken DV -WE SS- PS-4K-2283-DefinitiveVersion-1703517743.7z","triage",""
"2026-06-23 15:15:03","11264","Wild Hunt Warriors Overhauled - BiA Version-11264-1-0-1765404789.zip","3.92","https://www.nexusmods.com/witcher3/mods/11264","C:\Users\marti\Downloads\Wild Hunt Warriors Overhauled - BiA Version-11264-1-0-1765404789.zip","triage",""
"2026-06-23 15:12:18","3223","Triss (G)Lorifed-3223-LATEST-1561002981.rar","93.92","https://www.nexusmods.com/witcher3/mods/3223","C:\Users\marti\Downloads\Triss (G)Lorifed-3223-LATEST-1561002981.rar","triage",""
"2026-06-23 15:11:57","4643","Warmly Dressed Skelligers - Next Gen-4643-3-1-1768434267.rar","4.01","https://www.nexusmods.com/witcher3/mods/4643","C:\Users\marti\Downloads\Warmly Dressed Skelligers - Next Gen-4643-3-1-1768434267.rar","triage",""
"2026-06-23 15:11:36","10161","TemeriaFactionOverhaul-10161-1-5-1776004218.zip","72.12","https://www.nexusmods.com/witcher3/mods/10161","C:\Users\marti\Downloads\TemeriaFactionOverhaul-10161-1-5-1776004218.zip","triage",""
"2026-06-23 15:10:47","4341","Realistic Eyes Fixed - 2K - BiA-4341-1-3-1771846743.zip","90.64","https://www.nexusmods.com/witcher3/mods/4341","C:\Users\marti\Downloads\Realistic Eyes Fixed - 2K - BiA-4341-1-3-1771846743.zip","triage",""
"2026-06-23 15:10:15","11636","AnariettaOverhaul-11636-1-1-1-1766866072.zip","40.04","https://www.nexusmods.com/witcher3/mods/11636","C:\Users\marti\Downloads\AnariettaOverhaul-11636-1-1-1-1766866072.zip","triage",""
"2026-06-23 15:09:45","8829","They cant be saved-8829-1-1707043306.zip","21.59","https://www.nexusmods.com/witcher3/mods/8829","C:\Users\marti\Downloads\They cant be saved-8829-1-1707043306.zip","triage",""
"2026-06-23 15:06:47","4820","Face 80 percent of color saturation-4820-1-1-1740743077.zip","39.65","https://www.nexusmods.com/witcher3/mods/4820","C:\Users\marti\Downloads\Face 80 percent of color saturation-4820-1-1-1740743077.zip","triage",""
"2026-06-23 15:06:11","4341","Realistic Eyes Fixed - 2K - Full - BiA-4341-1-3-1771847074.zip","98.42","https://www.nexusmods.com/witcher3/mods/4341","C:\Users\marti\Downloads\Realistic Eyes Fixed - 2K - Full - BiA-4341-1-3-1771847074.zip","triage",""
"2026-06-23 15:05:56","4820","Face 80 percent of color saturation - Scar-4820-1-1-1740743135.zip","33.95","https://www.nexusmods.com/witcher3/mods/4820","C:\Users\marti\Downloads\Face 80 percent of color saturation - Scar-4820-1-1-1740743135.zip","triage",""
"2026-06-23 15:03:04","4820","Eyes-4820-1-0-1591373128.zip","0.08","https://www.nexusmods.com/witcher3/mods/4820","C:\Users\marti\Downloads\Eyes-4820-1-0-1591373128.zip","triage",""
"2026-06-23 15:01:56","5631","Slimmer Griffin Armor-5631-1-4-1625179914.zip","20.72","https://www.nexusmods.com/witcher3/mods/5631","C:\Users\marti\Downloads\Slimmer Griffin Armor-5631-1-4-1625179914.zip","triage",""
"2026-06-23 15:01:34","445","Lore-friendly Silver Swords 2.1b-445-2-1-1771608670.zip","8.59","https://www.nexusmods.com/witcher3/mods/445","C:\Users\marti\Downloads\Lore-friendly Silver Swords 2.1b-445-2-1-1771608670.zip","triage",""
"2026-06-23 15:01:28","8956","Vegetation Billboards Remastered V3-8956-3-1-1769079568.zip","383.76","https://www.nexusmods.com/witcher3/mods/8956","C:\Users\marti\Downloads\Vegetation Billboards Remastered V3-8956-3-1-1769079568.zip","triage",""
"2026-06-23 14:58:32","445","Ciri's sword 2.0b-445-2-0-1676299398.zip","0.38","https://www.nexusmods.com/witcher3/mods/445","C:\Users\marti\Downloads\Ciri's sword 2.0b-445-2-0-1676299398.zip","triage",""
"2026-06-23 14:58:05","3537","VGX Village Cutscene-3537-1-1-1b-1765732804.zip","2.73","https://www.nexusmods.com/witcher3/mods/3537","C:\Users\marti\Downloads\VGX Village Cutscene-3537-1-1-1b-1765732804.zip","triage",""
"2026-06-23 14:56:20","8890","Ray Bleach-8890-1-0-1709182310.zip","0","https://www.nexusmods.com/witcher3/mods/8890","C:\Users\marti\Downloads\Ray Bleach-8890-1-0-1709182310.zip","triage",""
"2026-06-23 14:55:38","10807","Novigrad Sewers Lighting Improved-10807-1-03-1771804955.rar","0.13","https://www.nexusmods.com/witcher3/mods/10807","C:\Users\marti\Downloads\Novigrad Sewers Lighting Improved-10807-1-03-1771804955.rar","triage",""
"2026-06-23 14:54:15","8072","New Toussaint Clouds - H3IST Edit-8072-1-1-3-1699467221.rar","5.18","https://www.nexusmods.com/witcher3/mods/8072","C:\Users\marti\Downloads\New Toussaint Clouds - H3IST Edit-8072-1-1-3-1699467221.rar","triage",""
"2026-06-23 14:54:03","8072","New Toussaint Clouds-8072-1-3-1704244061.rar","7.72","https://www.nexusmods.com/witcher3/mods/8072","C:\Users\marti\Downloads\New Toussaint Clouds-8072-1-3-1704244061.rar","triage",""
"2026-06-23 14:52:32","3315","New Clouds 3.0-3315-3-0-1680189337.rar","18.39","https://www.nexusmods.com/witcher3/mods/3315","C:\Users\marti\Downloads\New Clouds 3.0-3315-3-0-1680189337.rar","triage",""
"2026-06-23 14:49:23","9022","Larger White Orchard (1.32)-9022-1-01-1718911610.7z","0.25","https://www.nexusmods.com/witcher3/mods/9022","C:\Users\marti\Downloads\Larger White Orchard (1.32)-9022-1-01-1718911610.7z","triage",""
"2026-06-23 14:48:38","8865","Improved RT Reflections and Shadows-8865-1-03-1755030985.rar","0","https://www.nexusmods.com/witcher3/mods/8865","C:\Users\marti\Downloads\Improved RT Reflections and Shadows-8865-1-03-1755030985.rar","triage",""
"2026-06-23 14:48:27","8865","Improved RT Reflections and Shadows Sharp Shadows-8865-1-02-1755022034.rar","0","https://www.nexusmods.com/witcher3/mods/8865","C:\Users\marti\Downloads\Improved RT Reflections and Shadows Sharp Shadows-8865-1-02-1755022034.rar","triage",""
"2026-06-23 14:47:14","10447","Better Grass AO-10447-1-0-1743376538.zip","0.26","https://www.nexusmods.com/witcher3/mods/10447","C:\Users\marti\Downloads\Better Grass AO-10447-1-0-1743376538.zip","triage",""
"2026-06-23 14:45:35","8152","Ciri's Fate-8152-3-0-1-1764655192.zip","311.35","https://www.nexusmods.com/witcher3/mods/8152","C:\Users\marti\Downloads\Ciri's Fate-8152-3-0-1-1764655192.zip","triage",""
"2026-06-23 14:45:15","7761","Standardised Naming Convention - Bombs-7761-1-0-2-1736499365.zip","0.06","https://www.nexusmods.com/witcher3/mods/7761","C:\Users\marti\Downloads\Standardised Naming Convention - Bombs-7761-1-0-2-1736499365.zip","triage",""
"2026-06-23 14:44:33","7155","Smooth Camera Motion-7155-1-0-1670978942.rar","0.01","https://www.nexusmods.com/witcher3/mods/7155","C:\Users\marti\Downloads\Smooth Camera Motion-7155-1-0-1670978942.rar","triage",""
"2026-06-23 14:42:28","358","SkipMovies-358-4-0-1671032845.zip","0.01","https://www.nexusmods.com/witcher3/mods/358","C:\Users\marti\Downloads\SkipMovies-358-4-0-1671032845.zip","triage",""
"2026-06-23 14:32:45","816","Skip storybook-816-1-0.7z","0.01","https://www.nexusmods.com/witcher3/mods/816","C:\Users\marti\Downloads\Skip storybook-816-1-0.7z","triage",""
"2026-06-23 14:30:46","10419","Unread Schematics and Recipes - Next-Gen-10419-1-3-1764868968.7z","0.01","https://www.nexusmods.com/witcher3/mods/10419","C:\Users\marti\Downloads\Unread Schematics and Recipes - Next-Gen-10419-1-3-1764868968.7z","triage",""
"2026-06-23 14:29:03","5468","UD-SE-Minor Tweaks-Extras-Patch - Next-Gen-5468-2-6d-1768319756.zip","0.09","https://www.nexusmods.com/witcher3/mods/5468","C:\Users\marti\Downloads\UD-SE-Minor Tweaks-Extras-Patch - Next-Gen-5468-2-6d-1768319756.zip","triage",""
"2026-06-23 14:26:39","8206","Colored Map Markers Compatibility Patch (SGUI)-8206-1-1-1779984470.zip","0.38","https://www.nexusmods.com/witcher3/mods/8206","C:\Users\marti\Downloads\Colored Map Markers Compatibility Patch (SGUI)-8206-1-1-1779984470.zip","triage",""
"2026-06-23 14:24:28","10389","Rational Crafting-10389-1-1-1-1761991819.zip","0.03","https://www.nexusmods.com/witcher3/mods/10389","C:\Users\marti\Downloads\Rational Crafting-10389-1-1-1-1761991819.zip","triage",""
"2026-06-23 14:24:04","7007","Potions Tab Expanded-7007-1-01-1674937735.7z","0.74","https://www.nexusmods.com/witcher3/mods/7007","C:\Users\marti\Downloads\Potions Tab Expanded-7007-1-01-1674937735.7z","triage",""
"2026-06-23 14:23:49","7007","Potions Tab Expanded Adaptations-7007-1-02-1675252766.7z","1.17","https://www.nexusmods.com/witcher3/mods/7007","C:\Users\marti\Downloads\Potions Tab Expanded Adaptations-7007-1-02-1675252766.7z","triage",""
"2026-06-23 14:22:53","8780","0. Mutagen Tab Alchemy - Next Gen-8780-4-1-1767028435.zip","0","https://www.nexusmods.com/witcher3/mods/8780","C:\Users\marti\Downloads\0. Mutagen Tab Alchemy - Next Gen-8780-4-1-1767028435.zip","triage",""
"2026-06-23 14:20:43","11657","Easier to Read for TW3 - Belgrano-11657-1-0-1767247130.rar","0.11","https://www.nexusmods.com/witcher3/mods/11657","C:\Users\marti\Downloads\Easier to Read for TW3 - Belgrano-11657-1-0-1767247130.rar","triage",""
"2026-06-23 14:20:28","11657","Easier to Read for TW3 - UI Fix.rar","0.91","https://www.nexusmods.com/witcher3/mods/11657","C:\Users\marti\Downloads\Easier to Read for TW3 - UI Fix.rar","triage","Source inferred from paired Belgrano download and Nexus page."
"2026-06-23 14:18:42","10256","Better Icons - Definitive Edition (Next Gen) W3EE-10256-W3EE-1-4-2i-1767827107(1).7z","27.86","https://www.nexusmods.com/witcher3/mods/10256","C:\Users\marti\Downloads\Better Icons - Definitive Edition (Next Gen) W3EE-10256-W3EE-1-4-2i-1767827107(1).7z","triage",""
"2026-06-23 14:17:26","11339","Advanced Icons for Witcher Gear (version E)-11339-2-3-1763466572.zip","0.97","https://www.nexusmods.com/witcher3/mods/11339","C:\Users\marti\Downloads\Advanced Icons for Witcher Gear (version E)-11339-2-3-1763466572.zip","triage",""
"2026-06-23 14:16:08","10014","mod00UnreasonablePlotRedesigned-10014-2-0b-1770434739.zip","0.72","https://www.nexusmods.com/witcher3/mods/10014","C:\Users\marti\Downloads\mod00UnreasonablePlotRedesigned-10014-2-0b-1770434739.zip","triage",""
"2026-06-23 14:09:42","2770","Lamp On Player's Boat - No City Light-2770-2-1-1776701864.7z","0.05","https://www.nexusmods.com/witcher3/mods/2770","C:\Users\marti\Downloads\Lamp On Player's Boat - No City Light-2770-2-1-1776701864.7z","triage",""
"2026-06-23 14:08:07","7187","DLC Names From The Path-7187-3-4-1728248931.7z","0.02","https://www.nexusmods.com/witcher3/mods/7187","C:\Users\marti\Downloads\DLC Names From The Path-7187-3-4-1728248931.7z","triage",""
"2026-06-23 14:07:25","8464","Corvo Bianco Guests Extended-8464-2-0-1-1764411470.zip","0.2","https://www.nexusmods.com/witcher3/mods/8464","C:\Users\marti\Downloads\Corvo Bianco Guests Extended-8464-2-0-1-1764411470.zip","triage",""
"2026-06-23 14:07:12","8715","CorvoBiancoCollection-8715-1-9a-1774723670.zip","0.2","https://www.nexusmods.com/witcher3/mods/8715","C:\Users\marti\Downloads\CorvoBiancoCollection-8715-1-9a-1774723670.zip","triage",""
"2026-06-23 14:06:49","12042","Cinematic Fast Travel-12042-2-0-1780821571.rar","0.02","https://www.nexusmods.com/witcher3/mods/12042","C:\Users\marti\Downloads\Cinematic Fast Travel-12042-2-0-1780821571.rar","triage",""
"2026-06-23 14:05:37","11300","Useful Place of Power Map Pin - Next-Gen-11300-1-1-1764868477.7z","0","https://www.nexusmods.com/witcher3/mods/11300","C:\Users\marti\Downloads\Useful Place of Power Map Pin - Next-Gen-11300-1-1-1764868477.7z","triage",""
"2026-06-23 14:04:41","7592","Selected Bomb for Monster Nests-7592-2-0-0-1762881147.zip","0","https://www.nexusmods.com/witcher3/mods/7592","C:\Users\marti\Downloads\Selected Bomb for Monster Nests-7592-2-0-0-1762881147.zip","triage",""
"2026-06-23 14:04:22","10463","Main - Menu Strings version-10463-1-0-1-1741608341.7z","1.14","https://www.nexusmods.com/witcher3/mods/10463","C:\Users\marti\Downloads\Main - Menu Strings version-10463-1-0-1-1741608341.7z","triage",""
"2026-06-23 14:03:15","332","QuickLoad-332-v4-0-4-1767435456.7z","0.02","https://www.nexusmods.com/witcher3/mods/332","C:\Users\marti\Downloads\QuickLoad-332-v4-0-4-1767435456.7z","triage",""
"2026-06-23 14:02:34","6568","Progress on the Path - W3EE Redux-6568-6-0-0-7-1731236903.zip","2.35","https://www.nexusmods.com/witcher3/mods/6568","C:\Users\marti\Downloads\Progress on the Path - W3EE Redux-6568-6-0-0-7-1731236903.zip","triage",""
"2026-06-23 14:01:04","8454","No Missable Trophies-8454-2-0-0-1763223157.zip","0.08","https://www.nexusmods.com/witcher3/mods/8454","C:\Users\marti\Downloads\No Missable Trophies-8454-2-0-0-1763223157.zip","triage",""
"2026-06-23 13:54:22","8119","No Missable Mutagens-8119-2-0-0-1763221728.zip","0.02","https://www.nexusmods.com/witcher3/mods/8119","C:\Users\marti\Downloads\No Missable Mutagens-8119-2-0-0-1763221728.zip","triage",""
"2026-06-23 13:22:31","9221","Loot In Water (Next-Gen 4.04)-9221-0-3-1718965649.zip","0.02","https://www.nexusmods.com/witcher3/mods/9221","C:\Users\marti\Downloads\Loot In Water (Next-Gen 4.04)-9221-0-3-1718965649.zip","triage",""
"2026-06-23 13:20:32","646","Unseen Monsters-646-1-21.7z","0","https://www.nexusmods.com/witcher3/mods/646","C:\Users\marti\Downloads\Unseen Monsters-646-1-21.7z","triage",""
"2026-06-23 13:20:16","1710","Sort Everything - Next Gen-1710-1-44-1689965693.zip","3.8","https://www.nexusmods.com/witcher3/mods/1710","C:\Users\marti\Downloads\Sort Everything - Next Gen-1710-1-44-1689965693.zip","triage",""
"2026-06-23 13:15:00","1369","No Enemy Dots And No Herbs - NGE-1369-1-40-1686918606.zip","0.22","https://www.nexusmods.com/witcher3/mods/1369","C:\Users\marti\Downloads\No Enemy Dots And No Herbs - NGE-1369-1-40-1686918606.zip","triage",""
"2026-06-23 13:14:11","2019","Instant Tooltips-2019-1-311.7z","0.21","https://www.nexusmods.com/witcher3/mods/2019","C:\Users\marti\Downloads\Instant Tooltips-2019-1-311.7z","triage",""
"2026-06-23 13:10:38","938","Colored Map Markers - Next Gen-938-1-50-1779902790.zip","1.65","https://www.nexusmods.com/witcher3/mods/938","C:\Users\marti\Downloads\Colored Map Markers - Next Gen-938-1-50-1779902790.zip","triage",""
"2026-06-23 13:07:54","2034","Additional Stash Locations - Next Gen-2034-1-404-1689964849.zip","0.12","https://www.nexusmods.com/witcher3/mods/2034","C:\Users\marti\Downloads\Additional Stash Locations - Next Gen-2034-1-404-1689964849.zip","triage",""
"2026-06-23 13:05:04","2968","Additional Armor Stands - Unicorn Edition-2968-0-1-1591599758.7z","0","https://www.nexusmods.com/witcher3/mods/2968","C:\Users\marti\Downloads\Additional Armor Stands - Unicorn Edition-2968-0-1-1591599758.7z","triage",""
"2026-06-23 13:02:04","7442","Version C-7442-1-0-1672156393.rar","0.01","https://www.nexusmods.com/witcher3/mods/7442","C:\Users\marti\Downloads\Version C-7442-1-0-1672156393.rar","triage",""
"2026-06-23 12:59:34","5104","Essential Weapon Rework - NEXT GEN-5104-4-2-1766071605.rar","0.28","https://www.nexusmods.com/witcher3/mods/5104","C:\Users\marti\Downloads\Essential Weapon Rework - NEXT GEN-5104-4-2-1766071605.rar","triage",""
"2026-06-23 12:58:40","5104","Life Steal Fix-5104-1-0-1749102829.rar","0.07","https://www.nexusmods.com/witcher3/mods/5104","C:\Users\marti\Downloads\Life Steal Fix-5104-1-0-1749102829.rar","triage",""
"2026-06-23 12:56:37","10416","Superior Black Blood redesign-10416-1-1-1749839573.7z","0.02","https://www.nexusmods.com/witcher3/mods/10416","C:\Users\marti\Downloads\Superior Black Blood redesign-10416-1-1-1749839573.7z","triage",""
"2026-06-23 12:56:14","10416","Resistance to bleeding in necrophages and vampires-10416-1-1-1741507347.7z","0.01","https://www.nexusmods.com/witcher3/mods/10416","C:\Users\marti\Downloads\Resistance to bleeding in necrophages and vampires-10416-1-1-1741507347.7z","triage",""
"2026-06-23 12:29:27","7774","No Stair Rolling-7774-1-0-1674652801.zip","0.01","https://www.nexusmods.com/witcher3/mods/7774","C:\Users\marti\Downloads\No Stair Rolling-7774-1-0-1674652801.zip","triage",""
"2026-06-23 12:28:25","9017","modBombAiming_NG-9017-1-00-1713079097.7z","0.01","https://www.nexusmods.com/witcher3/mods/9017","C:\Users\marti\Downloads\modBombAiming_NG-9017-1-00-1713079097.7z","triage",""
"2026-06-23 12:19:21","7229","Improved Horse Controls - W3EE version-7229-4-4a-1749902572.zip","0.02","https://www.nexusmods.com/witcher3/mods/7229","C:\Users\marti\Downloads\Improved Horse Controls - W3EE version-7229-4-4a-1749902572.zip","triage",""
"2026-06-23 12:13:00","3703","modImprovedFistFightNGE-3703-4-04-00-1689864508.zip","0.11","https://www.nexusmods.com/witcher3/mods/3703","C:\Users\marti\Downloads\modImprovedFistFightNGE-3703-4-04-00-1689864508.zip","triage",""
"2026-06-23 12:10:43","7269","Enhanced Herbalism-7269-2-0-0-1762800663.zip","0.02","https://www.nexusmods.com/witcher3/mods/7269","C:\Users\marti\Downloads\Enhanced Herbalism-7269-2-0-0-1762800663.zip","triage",""
"2026-06-23 12:09:16","8078","Crossbow Rework-8078-1-7-1779137594.zip","0.04","https://www.nexusmods.com/witcher3/mods/8078","C:\Users\marti\Downloads\Crossbow Rework-8078-1-7-1779137594.zip","triage",""
"2026-06-23 12:08:50","8078","Crossbow Rework (Witcher School Set Rework)-8078-1-7-1779137574.zip","0.04","https://www.nexusmods.com/witcher3/mods/8078","C:\Users\marti\Downloads\Crossbow Rework (Witcher School Set Rework)-8078-1-7-1779137574.zip","triage",""
"2026-06-23 12:08:19","3097","Cheaper Lore Friendlier Shop Prices-3097-4-04-1-1700091456.7z","0.04","https://www.nexusmods.com/witcher3/mods/3097","C:\Users\marti\Downloads\Cheaper Lore Friendlier Shop Prices-3097-4-04-1-1700091456.7z","triage",""
"2026-06-23 12:07:41","7186","Better Torches Next-Gen-7186-4-4-0-1689801474.7z","0.1","https://www.nexusmods.com/witcher3/mods/7186","C:\Users\marti\Downloads\Better Torches Next-Gen-7186-4-4-0-1689801474.7z","triage",""
"2026-06-23 12:07:03","10295","Balanced Alcohol Prices-10295-1-0-1-1761992119.zip","0.01","https://www.nexusmods.com/witcher3/mods/10295","C:\Users\marti\Downloads\Balanced Alcohol Prices-10295-1-0-1-1761992119.zip","triage",""
"2026-06-23 12:06:32","11799","Triss Earrings Fix-11799-0-1-1769550321.zip","0","https://www.nexusmods.com/witcher3/mods/11799","C:\Users\marti\Downloads\Triss Earrings Fix-11799-0-1-1769550321.zip","triage",""
"2026-06-23 12:06:20","9287","Triss Corvo Bianco True Dress-9287-1-1718888918.rar","4.58","https://www.nexusmods.com/witcher3/mods/9287","C:\Users\marti\Downloads\Triss Corvo Bianco True Dress-9287-1-1718888918.rar","triage",""
"2026-06-23 12:05:46","12196","Removing oil descriptions when charges exhausted-12196-1-0-1778486967.7z","0.07","https://www.nexusmods.com/witcher3/mods/12196","C:\Users\marti\Downloads\Removing oil descriptions when charges exhausted-12196-1-0-1778486967.7z","triage",""
"2026-06-23 12:05:13","11144","RT Water Reflection Fix-11144-1-05-1767469921.rar","0","https://www.nexusmods.com/witcher3/mods/11144","C:\Users\marti\Downloads\RT Water Reflection Fix-11144-1-05-1767469921.rar","triage",""
"2026-06-23 12:04:54","9688","NPC targeting priority and Axii fixes-9688-1-4-1-1771377437.7z","0.05","https://www.nexusmods.com/witcher3/mods/9688","C:\Users\marti\Downloads\NPC targeting priority and Axii fixes-9688-1-4-1-1771377437.7z","triage",""
"2026-06-23 12:03:57","9717","TW3_Next_Gen_Shadows_Flicker_Fix-9717-v1-2-1727630031.zip","2.82","https://www.nexusmods.com/witcher3/mods/9717","C:\Users\marti\Downloads\TW3_Next_Gen_Shadows_Flicker_Fix-9717-v1-2-1727630031.zip","triage",""
"2026-06-23 12:03:28","8236","Morgue Lights Fix-8236-1-2-1755112856.rar","0.02","https://www.nexusmods.com/witcher3/mods/8236","C:\Users\marti\Downloads\Morgue Lights Fix-8236-1-2-1755112856.rar","triage",""
"2026-06-23 12:03:20","10519","Menu Organizer (OG 1.32)-10519-4-0-0-1778328882.7z","0.09","https://www.nexusmods.com/witcher3/mods/10519","C:\Users\marti\Downloads\Menu Organizer (OG 1.32)-10519-4-0-0-1778328882.7z","triage",""
"2026-06-23 12:02:33","10998","RedanianRoyalShip-10998-1-2-1-1763599170.zip","23.67","https://www.nexusmods.com/witcher3/mods/10998","C:\Users\marti\Downloads\RedanianRoyalShip-10998-1-2-1-1763599170.zip","triage",""
"2026-06-23 12:01:48","10593","Gameplay Mimics Fix-10593-2-1-1772495836.zip","0","https://www.nexusmods.com/witcher3/mods/10593","C:\Users\marti\Downloads\Gameplay Mimics Fix-10593-2-1-1772495836.zip","triage",""
"2026-06-23 12:01:21","7173","Fix Stuck Quest Items-7173-2-0-0-1762796162.zip","0.06","https://www.nexusmods.com/witcher3/mods/7173","C:\Users\marti\Downloads\Fix Stuck Quest Items-7173-2-0-0-1762796162.zip","triage",""
"2026-06-23 12:00:39","11267","Fix sounds of sword hits when adding effects-11267-1-2-5-1-1770319556.7z","0.04","https://www.nexusmods.com/witcher3/mods/11267","C:\Users\marti\Downloads\Fix sounds of sword hits when adding effects-11267-1-2-5-1-1770319556.7z","triage",""
"2026-06-23 12:00:28","11267","Fix sound of rotfiend exploding-11267-1-2-6-1771986672.7z","0","https://www.nexusmods.com/witcher3/mods/11267","C:\Users\marti\Downloads\Fix sound of rotfiend exploding-11267-1-2-6-1771986672.7z","triage",""
"2026-06-23 11:58:45","9149","Fix Ocean Bottom (Next-Gen 4.04)-9149-0-2-1717843180.zip","0","https://www.nexusmods.com/witcher3/mods/9149","C:\Users\marti\Downloads\Fix Ocean Bottom (Next-Gen 4.04)-9149-0-2-1717843180.zip","triage",""
"2026-06-23 11:57:59","8316","Fix Loot Sound 4.03-8316-0-2-1688671368.zip","0.05","https://www.nexusmods.com/witcher3/mods/8316","C:\Users\marti\Downloads\Fix Loot Sound 4.03-8316-0-2-1688671368.zip","triage",""
"2026-06-23 11:56:45","10449","modFixNGESwordsBugfix (Next-Gen)-10449-1-0-1-1739536711.zip","0","https://www.nexusmods.com/witcher3/mods/10449","C:\Users\marti\Downloads\modFixNGESwordsBugfix (Next-Gen)-10449-1-0-1-1739536711.zip","triage",""
"2026-06-23 11:56:12","7919","Fix Ciri Invul (Next-Gen 4.04)-7919-0-2-1717914511.zip","0","https://www.nexusmods.com/witcher3/mods/7919","C:\Users\marti\Downloads\Fix Ciri Invul (Next-Gen 4.04)-7919-0-2-1717914511.zip","triage",""
"2026-06-23 11:55:26","11992","Fix animation of critical effects - Next Gen-11992-1-1-1774596124.7z","0.38","https://www.nexusmods.com/witcher3/mods/11992","C:\Users\marti\Downloads\Fix animation of critical effects - Next Gen-11992-1-1-1774596124.7z","triage",""
"2026-06-23 11:54:11","7115","Dandelion Scarf Fix-7115-1-0-1668901724.zip","0.08","https://www.nexusmods.com/witcher3/mods/7115","C:\Users\marti\Downloads\Dandelion Scarf Fix-7115-1-0-1668901724.zip","triage",""
